**COMPONENT**,head,slave address(W),data length,binary data to write,tail
**COMMANDS**,S,0x?8 ?0,0x?0 ?4,0x?D ?E ?A ?D ?B ?E ?A ?F,P
**HEX**,0x53,0x38 0x30,0x30 0x34,0x3D 0x3E 0x3A 0x3D 0x3B 0x3E 0x3A 0x3F,0x50
**ASCII**,**'S'**,**'80'**,**'04'**,**'=>:=;>:?'**,**'P'**
